"Wall Schedule"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"Family"	"Base Constraint"	"Top Offset"	"Top Constraint"	"Unconnected Height"	"Volume"	"Area"	"Width"	"Length"	"Type"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"3.12 m³"	"16 m²"	"200"	"6187"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"2.80 m³"	"14 m²"	"200"	"6096"	"CG - 200mm 3"
"Basic Wall"	"RF"	"3500"	"Up to level: RF"	"3500"	"2.64 m³"	"11 m²"	"250"	"2891"	"CG - 252"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"2.50 m³"	"25 m²"	"100"	"11825"	"CG - 102"
"Basic Wall"	"RF"	"3500"	"Up to level: RF"	"3500"	"2.49 m³"	"25 m²"	"100"	"7269"	"CG - 102"
"Basic Wall"	"RF"	"3500"	"Up to level: RF"	"3500"	"2.43 m³"	"24 m²"	"100"	"7435"	"CG - 100"
"Basic Wall"	"RF"	"0"	"Unconnected"	"3500"	"2.10 m³"	"21 m²"	"100"	"6357"	"CG - 100"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2223"	"2.00 m³"	"10 m²"	"200"	"4945"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"1.95 m³"	"20 m²"	"100"	"8494"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"1.94 m³"	"19 m²"	"100"	"8900"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"1.81 m³"	"9 m²"	"200"	"3719"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"1.35 m³"	"7 m²"	"200"	"3287"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"1.24 m³"	"12 m²"	"100"	"5408"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"1.22 m³"	"6 m²"	"200"	"2660"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"1.04 m³"	"10 m²"	"100"	"4550"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"465"	"0.98 m³"	"5 m²"	"200"	"10570"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"3500"	"0.97 m³"	"10 m²"	"100"	"3128"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.96 m³"	"5 m²"	"200"	"15960"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"0.96 m³"	"10 m²"	"100"	"4204"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.87 m³"	"4 m²"	"200"	"14560"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2500"	"0.74 m³"	"4 m²"	"200"	"1478"	"CG - 200mm 3"
"Basic Wall"	"RF"	"3500"	"Up to level: RF"	"3500"	"0.74 m³"	"7 m²"	"100"	"2373"	"CG - 100"
"Basic Wall"	"RF"	"3500"	"Up to level: RF"	"3500"	"0.74 m³"	"7 m²"	"100"	"2373"	"CG - 100"
"Basic Wall"	"RF"	"3500"	"Up to level: RF"	"3500"	"0.74 m³"	"7 m²"	"100"	"2382"	"CG - 100"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.71 m³"	"4 m²"	"200"	"11911"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.70 m³"	"3 m²"	"200"	"11757"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.61 m³"	"3 m²"	"200"	"10300"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"305"	"0.54 m³"	"3 m²"	"200"	"8982"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.40 m³"	"2 m²"	"200"	"6629"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.30 m³"	"3 m²"	"100"	"9864"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.28 m³"	"1 m²"	"200"	"4740"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"369"	"0.27 m³"	"1 m²"	"200"	"3584"	"CG - 200mm 3"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.27 m³"	"3 m²"	"100"	"9023"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.27 m³"	"3 m²"	"100"	"9097"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.26 m³"	"3 m²"	"100"	"8555"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"2300"	"0.19 m³"	"2 m²"	"100"	"853"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.18 m³"	"2 m²"	"100"	"6051"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.16 m³"	"2 m²"	"100"	"5304"	"CG - 102"
"Basic Wall"	"RF"	"3425"	"Up to level: RF"	"3425"	"0.16 m³"	"2 m²"	"100"	"638"	"CG - 100"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.14 m³"	"1 m²"	"100"	"4734"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.14 m³"	"1 m²"	"100"	"4610"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.11 m³"	"1 m²"	"100"	"4046"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.10 m³"	"1 m²"	"100"	"3488"	"CG - 102"
"Basic Wall"	"RF"	"0"	"Unconnected"	"300"	"0.03 m³"	"0 m²"	"100"	"850"	"CG - 102"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"4000"	""	"13 m²"	""	"3407"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"4000"	""	"13 m²"	""	"3407"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"6497"	""	"16 m²"	""	"2420"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"6500"	""	"16 m²"	""	"2547"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"3940"	""	"24 m²"	""	"6103"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"6500"	""	"35 m²"	""	"4076"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"6500"	""	"35 m²"	""	"4076"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"6500"	""	"70 m²"	""	"7881"	"Curtain wall"
"Curtain Wall"	"G/F"	"0"	"Unconnected"	"6500"	""	"107 m²"	""	"16491"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"19 m²"	""	"4737"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"19 m²"	""	"4993"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"27 m²"	""	"4307"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"27 m²"	""	"7322"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"29 m²"	""	"7734"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"44 m²"	""	"11095"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"52 m²"	""	"14066"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"57 m²"	""	"15091"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"62 m²"	""	"15713"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"69 m²"	""	"18140"	"Curtain wall"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"79 m²"	""	"19632"	"Curtain wall"
"Curtain Wall"	"1/F"	"18231"	"Up to level: 2F"	"22231"	""	"95 m²"	""	"8061"	"Curtain wall 2"
"Curtain Wall"	"1/F"	"0"	"Up to level: 2F"	"4000"	""	"105 m²"	""	"8538"	"Curtain wall7"
"Curtain Wall"	"1/F"	"18220"	"Up to level: 2F"	"22220"	""	"109 m²"	""	"8382"	"Curtain wall2"
"Curtain Wall"	"1/F"	"16000"	"Up to level: 2F"	"20000"	""	"113 m²"	""	"8405"	"Curtain wall6"
"Curtain Wall"	"1/F"	"18508"	"Up to level: 2F"	"22508"	""	"147 m²"	""	"8546"	"Curtain wall4"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"15 m²"	""	"3772"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"16 m²"	""	"4307"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"18 m²"	""	"4610"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"19 m²"	""	"4741"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"22 m²"	""	"5400"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"22 m²"	""	"5893"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"30 m²"	""	"7592"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"32 m²"	""	"8397"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"44 m²"	""	"11485"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"54 m²"	""	"14760"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"55 m²"	""	"13960"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"67 m²"	""	"17380"	"Curtain wall"
"Curtain Wall"	"2F"	"0"	"Up to level: 3F"	"4000"	""	"76 m²"	""	"19900"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"16 m²"	""	"4307"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"17 m²"	""	"5052"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"18 m²"	""	"4711"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"22 m²"	""	"5932"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"33 m²"	""	"8700"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"44 m²"	""	"11415"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"51 m²"	""	"13583"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"54 m²"	""	"15475"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"62 m²"	""	"16736"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"65 m²"	""	"17140"	"Curtain wall"
"Curtain Wall"	"3F"	"0"	"Up to level: 4F"	"4000"	""	"73 m²"	""	"19900"	"Curtain wall"
"Curtain Wall"	"4F"	"-150"	"Up to level: 5F"	"3850"	""	"13 m²"	""	"3887"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"16 m²"	""	"4307"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"19 m²"	""	"4628"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"19 m²"	""	"4654"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"24 m²"	""	"6460"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"37 m²"	""	"9771"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"38 m²"	""	"13928"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"47 m²"	""	"11843"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"50 m²"	""	"12880"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"62 m²"	""	"16180"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"70 m²"	""	"18000"	"Curtain wall"
"Curtain Wall"	"4F"	"0"	"Up to level: 5F"	"4000"	""	"74 m²"	""	"19484"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"14 m²"	""	"3586"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"16 m²"	""	"4307"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"18 m²"	""	"5351"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"18 m²"	""	"4695"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"24 m²"	""	"6100"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"26 m²"	""	"7040"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"31 m²"	""	"8600"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"39 m²"	""	"9820"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"40 m²"	""	"10400"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"48 m²"	""	"12360"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"48 m²"	""	"12103"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"59 m²"	""	"14825"	"Curtain wall"
"Curtain Wall"	"5F"	"0"	"Up to level: RF"	"4000"	""	"62 m²"	""	"16698"	"Curtain wall"
"Curtain Wall"	"RF"	"0"	"Unconnected"	"2500"	""	"10 m²"	""	"4207"	"Curtain wall"
